City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
638,Dakar,SN,14.6937,-17.4441,83.55199999999998,82,22,6.11,few clouds
639,Manokwari,ID,-0.8667,134.0833,78.368,72,73,1.15,broken clouds
640,Chemnitz,DE,50.6667,12.75,66.21799999999999,74,94,1.01,overcast clouds
641,Sirtich,RU,41.8321,48.228,72.03200000000001,71,32,1.17,scattered clouds
642,Amarante Do Maranhao,BR,-5.5667,-46.7422,92.93000000000004,26,100,2.75,overcast clouds
643,Lagoa,PT,39.05,-27.9833,74.35399999999996,87,20,5.28,few clouds
644,Barcelona,ES,41.3888,2.159,82.45399999999995,81,75,3.6,broken clouds
645,Mikhaylovka,RU,50.06,43.2379,67.96400000000003,75,88,1.88,overcast clouds
646,Tabou,CI,4.423,-7.3528,75.74000000000002,80,100,3.96,overcast clouds
647,Tahe,CN,52.3333,124.7333,63.48200000000001,94,90,1.25,overcast clouds
648,Qurayyat,SA,31.3318,37.3428,83.26400000000004,28,0,6.9,clear sky
649,Verkhnyaya Inta,RU,65.9811,60.3094,52.682000000000016,74,100,6.78,overcast clouds
650,Micheweni,TZ,-4.9667,39.8333,75.46999999999997,79,100,6.53,overcast clouds
651,Sedona,US,34.8697,-111.761,85.13599999999997,62,40,2.06,scattered clouds
652,Rawson,AR,-43.3002,-65.1023,46.70600000000003,91,100,4.54,overcast clouds
653,Karasjok,NO,69.4719,25.5112,59.377999999999965,97,100,2.87,overcast clouds
654,Encruzilhada Do Sul,BR,-30.5439,-52.5219,68.558,85,84,1.08,broken clouds
655,Sarangani,PH,5.4033,125.4636,82.61600000000001,72,100,1.27,overcast clouds
656,Springbok,ZA,-29.6643,17.8865,44.258,84,0,0.77,clear sky
657,Ascension,US,30.2169,-90.9001,90.37400000000002,78,75,5.66,broken clouds
658,Varkkallai,IN,8.7341,76.7067,80.65399999999995,90,78,4.14,broken clouds
659,Borova,UA,50.1763,30.1043,69.53000000000004,56,39,2.02,scattered clouds
660,Pitiquito,MX,30.7,-112.0833,93.95600000000003,41,74,1.72,broken clouds
661,Dospat,BG,41.65,24.1667,61.43000000000004,76,0,0.59,clear sky
662,Kalaleh,IR,37.3807,55.4916,78.99800000000002,74,94,0.09,overcast clouds
663,Vila Velha,BR,-20.3297,-40.2925,75.41600000000001,82,20,3.09,few clouds
664,Svetlaya,RU,46.5389,138.3297,62.99600000000005,96,100,2.55,overcast clouds
665,Poso,ID,-1.3959,120.7524,77.28800000000004,85,74,2.92,light rain
666,Beysehir,TR,37.6773,31.7246,67.74800000000002,42,0,2.36,clear sky
667,Mosnita Noua,RO,45.7172,21.3253,78.24199999999999,63,0,6.17,clear sky
668,Rio Grande,BR,-32.035,-52.0986,68.37799999999996,88,79,4.35,broken clouds
669,Nichinan,JP,31.6,131.3667,77.99000000000002,92,10,1.96,clear sky
670,Kodinsk,RU,58.6881,99.1844,57.21799999999999,97,100,4.61,overcast clouds
671,Semey,KZ,50.4111,80.2275,66.90199999999999,49,74,2.64,broken clouds
672,Garden City,US,42.3256,-83.331,84.91999999999996,43,40,3.09,scattered clouds
673,Isiolo,KE,0.3546,37.5822,69.29600000000005,51,15,8.79,few clouds
674,Tinaquillo,VE,9.9186,-68.3047,78.584,86,91,1.3,overcast clouds
675,Esna,EG,25.2934,32.554,91.47200000000004,13,0,4.07,clear sky
676,Berezovyy,RU,51.6667,135.7,58.33399999999999,96,100,0.81,overcast clouds
677,Yuza,JP,39.0,139.9167,73.976,85,91,1.15,overcast clouds
678,Bayangol,RU,50.6977,103.4656,42.09800000000003,95,99,1.41,overcast clouds
679,Uvat,RU,59.1433,68.8953,55.23800000000004,74,24,2.2,few clouds
680,Dwarka,IN,22.2394,68.9678,82.50800000000001,83,100,7.28,overcast clouds
681,Yershov,RU,51.3513,48.2766,66.91999999999996,78,28,0.63,scattered clouds
682,Baruun-Urt,MN,46.6806,113.2792,57.32599999999999,82,39,2.21,scattered clouds
683,Sioux Lookout,CA,50.1001,-91.917,73.58000000000004,46,99,3.03,overcast clouds
684,Kaeo,NZ,-35.1,173.7833,53.6,90,60,6.33,broken clouds
685,Darnah,LY,32.767,22.6367,80.00600000000003,75,0,7.06,clear sky
686,Bahir Dar,ET,11.5936,37.3908,61.772000000000034,95,100,1.81,moderate rain
687,Belyy Yar,RU,53.6039,91.3903,53.13200000000002,93,0,1.0,clear sky
688,Dzilam Gonzalez,MX,21.2833,-88.9333,82.184,77,91,3.63,overcast clouds
689,Flinders,AU,-34.5833,150.8552,50.45,69,3,4.02,clear sky
